company_name,date,link_company,name_signatory
DISTRIBUTION FRANCE LIVRAISONS,2021,,C. BENSOUICI
FNATH - GROUPEMENT SARTHE ET ORNE,2021,https://fnath7261.blogspot.com/,J. GUICHARD
FNATH,2021,,D. DEREGNAUCOURT
TRANSDEV SETRA,2021,,C. L'HELGOUALC'H
SY-GRAH Logistics,2021,,A. SEYE
ACR INTERNATIONAL MOBILITY,2021,,C. PESSEL
FNATH Calvados Manche,2021,,R. FNATH Calvados Manche
POLYCLINIQUE DE LIMOGES,2021,http://polyclinique-limoges.com/,C. BLANC
Groupe CAT,2021,https://www.groupecat.com/?lang=fr,A. FORBES
ACR INTERNATIONAL MOBILITY,2021,,C. PESSEL
"FNATH 70 ""Association des accidentés de la vie""",2021,,F. MASSON
VOITH SAS,2021,https://voith.com/fra-fr/index.html,O. ARTAUD
id. de ville,2021,,S. Boime
Sabrina Devimes,2021,,S. Devimes
ACR INTERNATIONAL MOBILITY,2021,,C. PESSEL
Hill-Rom SAS,2021,https://www.hillrom.com/,S. OLIVIERO
SDIS d'Ille et Vilaine,2021,,E. CANDAS
POLYCLINIQUE DE LIMOGES,2021,http://polyclinique-limoges.com/,l. BONNEFOND
Ecolab,2021,https://fr-fr.ecolab.com/,G. Claire
RATP DEV,2021,https://www.ratpdev.com/,M. Vincent
FNATH79,2021,,L. BRILLAUD
LOSAY,2021,https://www.losay-autocars.com,S. DA COSTA
Mairie de Saint-Claude,2021,https://www.saint-claude.fr/,J. Millet
Marie-France BAHADOUR,2021,,M. BAHADOUR
Bonglet SAS,2021,https://www.bonglet.fr/,H. Bonglet
Marie-France BAHADOUR,2021,,M. BAHADOUR
Jeantet Elastomères,2021,https://www.jeantet.com/,B. Jeantet
SIEMENS Gamesa Renewable Energy Service SAS,2021,https://www.siemensgamesa.com,K. BOURAS
Tootak,2021,https://www.tootakpro.fr/,P. Denis
COLISEE FRANCE,2021,,A. Péchinot
MAJOR ISD,2021,,V. TARISSA
DI TRANS,2021,,D. BENOUARET
Aquarius  RH,2021,http://www.aquariusrh.fr/,M. Garnier
Prométhée Cher,2021,,C. Petit
VAL DE BERRY OPH DU CHER,2021,,P. RIGAULT
STU BOURGES,2021,,M. ROUVIERE 
V2A,2021,,A. VERNE
Autocars Soummane ,2021,,k. soummane
BOISGARNIER AMO,2021,,b. boisgarnier
COYOTE EXPRESS,2021,,H. DJELASSI
GEOFIT GROUP,2021,https://geofit-group.fr/,O. Deloumeau
ZORAJ TRANSPORT,2021,,Z. RAJAONARISON
SARL GEOCAPA,2021,https://www.geocapa.fr/,T. ORNAQUE
PERRYSOFT,2021,,T. ROUMY
TRANSPORTS STRABERT,2021,,S. MONTCHARMONT
NAVAL GROUP,2021,https://www.naval-group.com/fr,D. GILAVERT
ESHAG ABDALLAH,2021,,A. ESHAG ABDALLAH
LIFE - Laser International Fondation Engagements,2021,,R. Trottein
Drive Innov,2021,https://www.drive-innov.com/,Y. BERTHE
Automobile Club prevention,2021,https://www.automobile-club.org/,A. roge
Feerique Com ,2021,,M. BAHADOUR 
LIGUE CONTRE LA VIOLENCE ROUTIERE,2021,http://www.violenceroutiere-jura.fr/,m. Guillemin
MENAGE 95,2021,,S. DJIAN SUAIRE
soa expertises,2021,,j. CAUMONT
Transdev CEAT,2021,,L. OUDOTTE
Transdev CEAT,2021,,L. OUDOTTE
SAS CARS MOREAU,2021,,M. MOREAU
NORSUD ,2021,,P. DE GERY
Mairie de Lognes,2021,,A. YUSTE
NORSUD,2021,https://www.norsud.com/,P. DE GERY
EGGER Panneaux & Décors Rambervillers,2021,,G. REID
SOGETEC VIVIER,2021,https://pluris-expertise.fr/,P. THYRARD
SAS Saumur Informatique,2021,,C. BONACHE
MAIRIE de Saint Thibault des VIGNES,2021,,S. VOURIOT
Les Cars Perrier,2021,,J. LOPEZ
SQYBUS,2021,,J. LOPEZ
CONTREXEDIS,2021,,M. Grosdemange
MADEiN Grand Est,2021,https://www.madein-grandest.fr,R. Dauphin
FEDERATION DES MOTARDS DE FRANCE,2021,,J. Guaquier
AXIANS Rail Nord-Est Normandie,2021,https://www.axians.fr/fr/,G. BURIEZ
ATS SANTE,2021,https://www.ats-sante.fr/,D. DESAGE
EI JP FAUCHE,2021,,R. FRANCOIS
Carius,2021,https://carius.fr/,J. Augerat 
MEDIA FORMATION,2021,,Y. Vernon
pomona TerreAzur,2021,,p. molinari
RADEAU,2021,https://www.portagerepas.eu/,r. collot
HONDA FRANCE MANUFACTURING SAS,2021,,T. COMMEYRAS
ANTON PAAR SAS,2021,,L. THOMAS
Medisafe,2021,https://www.medisafe.fr/,V. Thillerot
SA HLM LES FOYERS DE SEINE ET MARNE,2021,https://fsm.eu,M. MIFSUD
PROCHALOR ,2021,,M. SOUPLET
AXODYN,2021,https://axodyn.com/,L. RACHIDI
ORLYVAL service,2021,https://www.orlyval.com,C. LEMOIS
FNATH de la Vendée,2021,,V. FNATH 
SECURIVEUR,2021,https://securiveur.com/,J. DELIMA
APTH,2021,,L. TZEUTON
TERANGA SOFTWARE,2021,,P. THALAMY
TERANGA SOFTWARE,2021,,P. THALAMY
GROUPE SEMCO,2021,,B. ARVIS
APROPO,2021,,T. CALDIRONI
ACE Midi-Pyrénées,2021,,T. LABOURDETTE
CEREMA,2021,https://www.cerema.fr/fr,P. BERTEAUD
SAINT FIACRE,2021,https://saint-fiacre17.fr/,B. Simonnet
IDEX,2021,,R. LE ROUX
GROUPE ESSIA,2021,https://www.essia.fr/,B. RECOUVREUR
INORIX,2021,http://www.inorix.fr,P. BEAL
SECURINFOR,2021,,R. NEVES
SMIR EXPERT,2021,,Y. LEVEQUE
VISIOM,2021,,A. KUSAK
Auto école de la plage ,2021,,L. Rimbault 
Remove,2021,,S. Gonçalves
IDTAG,2021,,M. Tarrade
Orange,2021,,M. MARTINGOULET
Eiffage Génie Civil,2021,https://www.eiffagegeniecivil.com/,A. Davout
SMIR Expert,2021,http://www.smir-levage.com/,Y. LEVEQUE
Fédération Française du Bâtiment de la Dordogne,2021,,J. Delage
Aevia France,2021,,D. Corvez
EIFFAGE GENIE CIVIL SPECIALISE,2021,,T. COQUIN
ATSP,2021,https://www.ats-prevention.com/,G. SCHILLIG
EVRARD ISOLATION,2021,,D. NUNN
AGENEAU GROUP,2021,http://www.ageneau.fr/,A. NAULEAU
GALAXY PRODUCTION ,2021,,F. GALAXY PRODUCTION 
MEI Industries,2021,,M. Denis
AGENEAU Transports,2021,,A. NAULEAU
TRANSCAN GROUPE,2021,,F. CANNATA
AGENEAU Transports,2021,,A. NAULEAU
SALTI,2021,,J. guiot
Sp2r Formations,2021,,L. Terreng
OPHEA - OPH de l'Eurométropole de Strasbourg,2021,,J. Dambier
Régie du Pays de Meaux,2021,,L. LURTON
ÆVIA ,2021,,D. Corvez
EREM,2021,,F. GIULIANI
TRANSPORTS FREMY,2021,,A. DROGOU
LES GENTLEMEN DU DEMENAGEMENT,2021,https://www.gentlemen-demenagement.com/,S. DELAUNAY
OPPBTP,2021,,C. BARRE
OVIANCE,2021,https://www.oviance.fr/,B. ER-RACHCHAM
SSIAD DE CHELLES,2021,,S. Truffier-Blanc
GCBAT,2021,,C. GLACE
PREVALY,2021,https://www.prevaly.fr,S. MICOUD
LINEVIA,2021,,s. gasnier
FAAB FABRICAUTO,2021,,P. LEBAS
MAAS,2021,https://www.maas-bt.com/,J. MAAS
Nouvelle Route,2021,,O. DUVERT
CHRYSO,2021,https://www.chryso.com/fr/,T. BERNARD
C2F,2021,https://www.setvf.com/membre/c2f/,S. SADI
LES GENTLEMEN DU DEMENAGEMENT,2021,,S. DELAUNAY
SCIERIE Raboterie Jean MATHIEU,2021,,M. Benjamin
garnier-thiebaut,2021,,p. de montclos
SDESM,2021,https://www.sdesm.fr/,P. YVROUD
RAON DISTRIBUTION,2021,https://www.e.leclerc/mag/e-leclerc-raon-l-etape,P. tarry
FOREZIENNE MFLS,2021,https://www.forezienne.com/fr/,I. BLACHON
FRANCE STAGE PERMIS,2021,https://www.francestagepermis.fr/,V. GRAS
NGE,2021,https://www.nge.fr/,J. CANTATORE
General Hit Radio,2021,https://www.generalhitradio.com,M. MORTAGNE 
Getir,2021,https://getir.com/fr/,G. Diaz
Getir,2021,https://getir.com/fr/,G. Diaz
SORECFER,2021,https://getir.com/fr/,F. MARTINAT
R.F.P.S.,2021,https://www.sorecfer.com,D. MAMOURI
SMTD65,2021,https://www.smtd65.fr/,P. BAUBAY
ADIATE,2021,https://adiate.fr,C. Gaëlle 
FNATH 24,2021,,A. FNATH 24-19-33
SS2I SERVICES,2021,https://www.ss2i-services.fr,C. SAUVION
OMNILUM,2021,https://www.omnilum.fr,C. AZAMA
APECITA,2021,https://www.apecita.com,M. GABARET
NOUVEAUX DOCKS,2021,https://www.lesmateriaux.fr,A. MAUPETIT
JORIS IDE ATLANTIQUE,2021,https://www.joriside.com/fr-fr/,A. RONDEAU
MAIRIE DE TOURNAN EN BRIE,2021,http://www.tournan-en-brie.fr/,L. GAUTIER
CUBE,2021,https://www.cubecom.fr,F. Soulard
CACG,2021,https://www.cacg.fr/,A. Moll
EASYWORKS,2021,,C. RIZZOTTO
SEITA IMPERIAL TOBACCO,2021,https://www.seita.fr/,p. harnay
FIVES CINETIC,2021,https://www.fivesgroup.com/,T. MALARD
Air Emballages,2021,https://www.airemballages.com/,J. Bille
UGECAM Bourgogne Franche Comté,2021,https://www.ugecam-bfc.fr/,C. MARCOU
UGECAM DE NORMANDIE,2021,https://www.ugecam-normandie.fr/,J. BORDRON
UGECAM Aquitaine,2021,https://www.ugecamaq.fr/,P. CHAUSSEE
CFAO REUNION,2021,,E. BRODELLE
CHIC Castres-Mazamet,2021,http://chic-cm.fr/,P. PERIDONT
Solutions Solstice,2021,https://solutions-solstice.com/,J. MERLINO
SAS CLINIQUE SAINT-ROCH,2021,https://clinique-saint-roch.com/,M. GIRAUD
MGEN,2021,https://www.mgen.fr/le-groupe-mgen/,M. Savignac 
CRF de la Hève,2021,,R. CRF de la Hève
CARS DUNOIS,2021,https://www.carsdunois.fr/,J. VALEMBOIS
UGECAM Centre ALPC,2021,https://www.ugecam-centre.fr/,E. RIVOIRE
OOVOOM,2021,https://oovoom.com/,S. BIBAS
"CRMPR ""Les Herbiers""-UGECAM de Normandie",2021,https://www.ugecam-normandie.fr/,C. VIARD
Groupe OCEA,2021,https://www.groupe-ocea.fr/,M. Abate
Ministère de la Justice,2021,http://www.justice.gouv.fr/,Véronique Malbec
Ministère des Armées,2021,https://www.defense.gouv.fr/,Jean-Paul Bodin
OFFICE 21 NOTAIRES ASSOCIES,2021,https://office21.notaires.fr/,C. Aci
UGECAM NORD EST,2021,https://www.ugecam-nordest.fr/,F. HUET
Association A.F.A.H.,2021,https://www.afah.fr/,X. BRUNET-DEBAINES
UGECAM LE VAL ROSAY,2021,https://www.ugecam-ra.fr/,M. AMEIL
TRUST TRANSPORT SERVICES TTS,2021,,A. KERCHAOUI
CERFRANCE BROCELIANDE,2021,https://www.cerfrance-broceliande.fr/,G. Pellois
VINCI Facilities Tertiaire Aquitaine,2021,https://www.vinci-facilities.com/,R. MOREAU
CLINIQUE CHANTECLER,2021,https://www.clinique-chantecler.com/fr/,M. FOURNIES
CRF du FINOSELLO,2021,http://finosello.com/,R. FRANCOIS
UGECAM Rhône-Alpes,2021,https://www.groupe-ugecam.fr/regions/rhone-alpes,C. BROILLIARD
FAM Résidence Algira,2021,https://www.fam-algira.com,S. LACOU
HOPITAL GERIATRIQUE LES SOURCES,2021,http://www.hpgs.fr/hopital-prive-geriatrique-les-sources/,A. COUTY DE WEWEIRE
SOCOTEC EQUIPEMENTS BRETAGNE,2021,https://www.socotec.fr/,G. LE FRANC
PRISM'EMPLOI,2021,http://www.prismemploi.eu/,I. EYNAUD-CHEVALIER
HC environnement,2021,,X. How-Choong
CEPI,2021,https://www.cepi-peinture.com,J. PINEL
Etablissement Sablayrolles,2021,https://www.etablissements-sablayrolles.fr/,L. Sablayrolles
BENNE SA,2021,https://www.benne-sa.fr/fr/content/6-entreprise,T. Benne
ACORUS,2021,https://www.groupe-acorus.fr/,M. GONCALVES
Groupe EVS,2021,http://www.groupeevs.eu/,P. Lacroix
AMP VISUAL TV,2021,https://www.ampvisualtv.tv/,G. Sallé
NORAUTO,2021,https://www.mobivia.com/marque/norauto/,P. DHENNIN
Securetec France,2021,,W. Sooth
SARL AXENGO,2021,https://www.axengo.net,C. LEFRANC
Laboratoire BIO ARD AISNE,2021,https://bioardaisne.fr,V. Thirion
MAISON MONTAGUT,2021,http://maisonmontagut.com,A. GARCIA
ECSR DU PANIER FLEURI ,2021,,O. LUCAS
UGECAM Occitanie,2021,https://www.ugecam-occitanie.fr,S. DEMARET
OLMIPLAST,2021,https://www.olmiplast.fr/,C. Bertrand
GROUPE MARTIN BELAYSOUD,2021,https://www.martin-belaysoud.com/,P. MARTIN
Groupe Louis Mazet,2021,https://www.mazet.com/,T. MAZET
EURL EST PUB,2021,http://www.est-pub.fr,G. SMELTEN
SAFE PARK,2021,,S. RESOUF
TSC,2021,https://tsc-travaux-acces-difficile.business.site/,D. ASTIER
Groupama d'Oc,2021,https://www.groupama.fr/,E. VITROGNE
ONIS Contrôles,2021,https://www.onis-controles.com/,T. SCHULZ
rtm,2021,,A. Sauvée
SHEM,2021,https://shem.fr/,C. Delprat
Fondation Delta Plus,2021,,I. Daulhac
Ministères sociaux,2021,https://solidarites-sante.gouv.fr/ministere/organisation/organisation-des-directions-et-services/article/secretariat-general-des-ministeres-charges-des-affaires-sociales-sgmas,Jean-Martin Delorme
M.G.D,2021,https://inris-formations.com/centre/ile_de_france-essonne-auto-ecole-inris-savigny-sur-orge/,L. Dorignac 
Colas,2021,https://www.colas.com/fr,Frédéric Gardès
Orano Mining - Etablissement de Bessines,2021,https://www.orano.group/fr,R. MATHIEU
Groupe D&S,2021,http://www.ds-groupe.fr,J. FEJA
SHEM groupe ENGIE,2021,https://shem.fr/,L. DECAUX
Autobondeal,2021,http://www.autobondeal.com,F. BIANGO
APIXIT,2021,https://www.apixit.fr/,i. allaert
PNEUS CASH / SCVP,2021,http://www.pneuscash.com/,M. LAFOSSE-MARIN
MSA SERVICES LIMOUSIN SERVICE INFIRMIER,2021,,K. BREUILH
CCIE,2021,http://www.toyota-martinique.com,t. huart
Keolis Bus Verts,2021,https://www.nomadcar14.fr/fr/,S. GIRRE
AC Environnement,2021,https://www.ac-environnement.com/,D. Mora
MMCD,2021,http://www.mmc-mayotte.com/,F. PAUTASSO
SDIS13,2021,https://pompiers13.org/,R. MALLIE
CARSAT NORD-EST,2021,https://www.carsat-nordest.fr/home.html,E. GOUAULT
AMPI,2021,https://www.ampifrance.com/,a. benoit
AMPI,2021,https://www.ampifrance.com/,a. benoit
AJC SERVICES,2021,https://www.ajc-transport.com,P. SANGUINETTI
ETF SERVICES,2021,https://www.etf.fr/agence/etf-services/,A. Housni
AVENIR ELECTRIQUE DE LIMOGES,2021,https://www.avenirelec.fr,S. LAMBRE
GROUPE NETWORK ,2021,https://www.network-express.com,F. GRINE EL HANI
DRIVER'S COOL SAS,2020,,Y. ABDELMALEK
MG GRANULES,2020,http://mggranules.com/,P. MORIZOT
ACMS,2020,http://www.acms.asso.fr,N. LE BELLEC
AUTO ECOLE MEDERIC,2020,http://auto-ecole-mederic.com/,C. MONGAY
APPORT TEMPS,2020,,G. BOZONNET
SARL HEBRAS GARCIA,2020,,P. GARCIA
Le Sucre au Safran,2020,http://www.lesucreausafran.fr/,S. BERNET
ELECTRONEUTRE,2020,http://www.electroneutre.com,P. NYS
Fédération nationale Familles Rurales,2020,https://www.famillesrurales.org/,D. MARMIER
INSTITUT DE SOUDURE INDUSTRIE,2020,http://www.isgroupe.com,
BWT FRANCE,2020,https://www.bwt.com/fr-fr/,S. MARLIER
LSI,2020,http://www.ligneservice.com/,l. pujol
CARTE NOIRE SAS,2020,https://www.cartenoire.fr/,L. BONNET
RAS Interim,2020,https://www.ras-interim.fr/,T. LESAGE
AUTOCARS BONNARD,2020,https://www.autocars-bonnard.com/,W. BONNARD
F.M.S Intérim,2020,http://www.fms-interim.fr/,T. LESAGE
Concept Recrutement,2020,https://www.concept-recrutement.fr/,T. LESAGE
ALLIANCE ATLANTIQUE,2020,http://www.aveniratlantique.com/,X. Masson
Groupement Sécurité Motard,2020,http://www.gsmotard.fr/,H. LOUAIL
F.M.S Intérim,2020,http://www.fms-interim.fr,T. LESAGE
Olythe,2020,https://www.olythe.io/,G. Nesa
Vosgelis,2020,https://www.vosgelis.fr/,F. Barbe
Groupe Institut de Soudure,2020,https://www.isgroupe.com/fr/pages/default.aspx,J. BOUCHET
EPS Barthélemy Durand,2020,http://www.eps-etampes.fr/accueil/,L. Ricci
A3H TRANSPORTS,2020,,D. VARLET
"A3H ""AGE D'OR SERVICES""",2020,https://www.agedorservices.com/,D. VARLET
Region Occitanie,2020,https://www.laregion.fr,F. DEZAEL
TM SAFETY,2020,https://tmsafety.fr/,T. MARIN
TRANSPORTS VEYNAT,2020,http://www.veynat.com/,F. LANAU
TECHMO HYGIENE,2020,http://www.techmohygiene.fr/,M. DURAND
SOS RECOURS,2020,https://www.sos-recours.com/,S. JIMBERT
SIKA FRANCE SAS,2020,https://fra.sika.com/,K. COUDRE
Cartonnage Turquet Bos,2020,http://www.turquet-bos.fr/,O. DOUCY
Groupe Roy,2020,,A. Le Bihan
COMMECA ANJOU,2020,http://commeca.com/,o. huet
EVRARD ISOLATION,2020,,D. NUNNE
SAS MARCOT,2020,http://www.marcot.fr/,P. MARCOT
IB TRANSPORT EXPRESS,2020,,N. BAGHDOUCHE
Générale de téléphone,2020,https://www.generaledetelephone.com/,P. Fauconnier
CAT56 établissement CTM,2020,https://morbihan.transdev-bretagne.com/,X. CLERY
TEPM,2020,,C. GOUTENOIR 
Editions Gisserot Diffusion,2020,,T. CHATTARD-GISSEROT
SPF CONSEIL,2020,https://spf-conseil.fr/,F. Guilbot
COMPAGNIE IMMOBILIERE DE RESTAURATION,2020,http://www.groupecir.com/,F. LARRERE
VOYAGES ARNAUD L'ISLE SUR LA SORGUE,2020,https://www.arnaud-voyages.com/,J. FONTAN
SCHOENENBERGER SA,2020,https://www.schoenenberger.fr/,E. KETTLER
CHENELET,2020,http://www.chenelet.org/,S. Charvet
Littoral Transdev Occitanie,2020,,A. DEBABI
SARL CENTURIONS,2020,https://www.centurions.fr,G. Bénière
SARL THERY TP,2020,,S. THERY
MAIF SOLUTIONS FINANCIERES,2020,,A. REVELLAT
SR TRANSPORT,2020,https://www.srtransport.fr/,A. RODRIGUES
SODEL SAS,2020,http://www.sodel.net/,D. MATHIEU
Quali-Corde,2020,https://www.quali-corde.fr/,V. VIGREUX
DESCHAMPS SA,2020,http://www.sa-deschamps.com/,P. DARLIS
TWO ROULE ,2020,https://www.tworoule.com/,Q. Morette
Self Signal ,2020,https://www.selfsignal.fr/,J. JEGO
Stve,2020,,l. barbotto 
Sécuroutexpert,2020,,j. pasquel
VFLi,2020,https://www.vfli.fr/,Y. MAZARI
VFLi,2020,https://www.vfli.fr/,Y. MAZARI
TIB,2020,http://www.tib.fr/,P. SANDRIN
GOMECANO,2020,https://www.gomecano.com/,c. jamet
SAS ECO-DRIVE-PREVENT,2020,https://eco-drive-prevent.fr/,P. DESJACQUES
GINGER,2020,https://www.groupeginger.com/,F. BIANCARELLI
SECURIDER,2020,https://www.securider.fr,L. Santucci
SAS TRANSPAUMANCE,2020,http://www.tphl.fr/,H. LAMARQUE
Auto-école du Lac,2020,https://www.autoecoledulac.net/,c. chabanne
DISTRIFAST,2020,,H. FEDIAS
TRANSPORTS DELAGE,2020,http://www.transports-hautier.fr/,C. DELAGE
TRANSPORTS RESANO,2020,http://www.transports-hautier.fr/,D. GIACOMIN
TRANSPORTS GERVAIS,2020,http://www.transports-hautier.fr/,H. KARA
HAUTIER REGION NORD,2020,http://www.transports-hautier.fr/,A. MOUILLE
HAUTIER REGION EST,2020,http://www.transports-hautier.fr/,C. RIEFFEL
HAUTIER REGION OUEST,2020,http://www.transports-hautier.fr/,E. BOUY
TRANSFER MONT BLANC,2020,https://transfer-mont-blanc.com/,D. Beaulin
